1.1,1
1.5,1
1.9,1
2.1,2
2.2,1
2.4,1
2.5,1
2.6,2
2.9,2
3,3
3.1,1
3.2,1
3.3,2
3.4,2
3.5,1
3.7,2
3.8,2
4,4
4.1,4
4.2,4
4.3,3
4.4,4
4.5,3
4.6,8
4.7,11
4.8,6
4.9,6
5,3
5.1,8
5.2,12
5.3,8
5.4,19
5.5,8
5.6,21
5.7,21
5.8,12
5.9,11
6,23
6.1,29
6.2,16
6.3,25
6.4,28
6.5,30
6.6,17
6.7,27
6.8,20
6.9,19
7,26
7.1,20
7.2,20
7.3,30
7.4,28
7.5,24
7.6,30
7.7,21
7.8,30
7.9,21
8,22
8.1,25
8.2,26
8.3,23
8.4,24
8.5,22
8.6,15
8.7,23
8.8,10
8.9,19
9,16
9.1,5
9.2,10
9.3,9
9.4,7
9.5,7
9.6,14
9.7,6
9.8,10
9.9,9
