tt8385474	16000000	22782371	78871079	8030085		China	 Canada	2.39:1
tt8385420			2030534			Turkey	 Turkey	
tt8385148	70000000	38014727	70094113	11397820		United Kingdom	 Croatia	2.39:1
tt8380776			5566			United States	 USA	2.39:1
tt8378126	19500000		437005			Denmark	 Denmark	2.35:1
tt8376234	45000000	40501717	153901717	10101066		United States	 Australia	2.39:1
tt8372298		33419	274674	12850		United States	 USA	2.39:1
tt8372094			177143			Canada	 Canada	2.39:1
tt8368512		6613432	26001227	1885829		United Kingdom	 Czech Republic	2.39:1
tt8368408	30000000		1015760			France	 Germany	2.39:1
tt8368406	4000000		487625			Ireland	 Ireland	2.39:1
tt8367814	22000000	36471795	115171795	10651884		United Kingdom	 UK	2.39:1
tt8366590	550000000	721439	16726510	509616		India		
tt8364368	13500000	39014193	91542097	12005210		United States	 Serbia	2.39:1
tt8362852						United States	 USA	2.20:1
tt8361028						United States		1.85:1
tt8359848	2600000	817339	1696269	119423		France	 France	2.39:1
tt8359842			2185308			France	 France	2.66:1
tt8359816		28273	8943790	9436		United Kingdom	 UK	1.85:1
tt8356942	75000000	14570455	27827745	4621765		China	Morocco	2.39:1
tt8354112	600000					United States	Iraq	2.35:1
tt8354062						United States	 New Zealand	
tt8350360	30000000	74152591	231252591	20269723		United States	 USA	2.39:1
tt8345300	1000000000		1775360			India	 India	
tt8342680		144201	711691	16163		United Kingdom		2.35:1
tt8338762		137886	2122682	65540		United Kingdom	Canada	1.85:1
tt8337158						United States		2.39:1
tt8336340						United States		
tt8333978			595200			India		
tt8333746	14750000	1831718	23841090	272109		Italy	 Italy	2.39:1
tt8332922	55000000	160072261	297372261	47547231		United States	 USA	2.39:1
tt8332454						United States	 USA	
tt8332130						Norway	 Lithuania	
tt8329290			538176			Israel	 Ukraine	2.39:1
tt8328716						United States	 Bulgaria	1.78:1
tt8324422						United States		
tt8323668						United States	 USA	
tt8323120		9619	5262850	2200		France	 France	1.85:1
tt8317568						India		
tt8310612						United States	 USA	
tt8310474	11000000					United States	 USA	2.35:1
tt8305806	1200000	1814193	4369493	65908		United States	 USA	2.39:1
tt8305218						India		
tt8303474						United States	 Canada	2.39:1
tt8302382	350000000		10442916			India		
tt8299768						United States	 USA	1.85:1
tt8296030		264055	335465	124750		Australia		1.44:1
tt8295472						United States	 Canada	
tt8291806		4567338	37359689	152636		Spain	 Spain	1.85:1
tt8291284						United States	 USA	
tt8291224	450000000	4186168	39346577	631146		India	 Serbia	2.35:1
tt8290698	19000000000	500803	38844509	43348		South Korea	Taiwan	2.35:1
tt8290362						Spain	Iceland	
tt8289930						United Kingdom		
tt8289480						United States	 Hungary	
tt8285216						Russia		
tt8270592						United States	 Ireland	
tt8269248			13056490			India		
tt8267604	4000000	1661096	64417003	24988		Lebanon	 Lebanon	2.35:1
tt8266310	15000000	11901145	18096691	4333305		United Kingdom	 United Kingdom	2.39:1
tt8262802						United States	 Canada	2.00:1
tt8259142						United Kingdom	 Belgium	
tt8258074		1788322	1877675	9419		United States	 Canada	1.85:1
tt8254592						India		
tt8254556	1500000		4178992			Netherlands	 Belgium	1.66:1
tt8244784	14000000	5812500	10550350	5304455		United States	 USA	2.39:1
tt8242904						South Korea	 South Korea	
tt8242548						India	Mumbai	
tt8242084			10200000			United States	 Canada	2.35:1
tt8241876						United States	 USA	
tt8239946			1691980			India		2.35:1
tt8237172	30000000000					Indonesia	 Indonesia	
tt8236556						South Korea		
tt8236336			232305			United States		2.39:1
tt8235236						United States		
tt8233874		164346	223898	82543		Ireland	 Ireland	2.39:1
tt8231668						United States	 USA	2.35:1
tt8228288			1090116			Spain		2.35:1
tt8228172	17500000					Australia		2.35:1
tt8226360						United States	 USA	
tt8213522						Japan		
tt8210856						United States	 UK	
tt8206668						United States	 USA	2.39:1
tt8202612			11933798			India	India	
tt8201852						United States	 UK	1.85:1
tt8201186						United Kingdom		2.00:1
tt8201170						United States	 USA	2.35:1
tt8195518						United States	 USA	1.85:1
tt8193790	4000000		1686700			France	 France	1.85:1
tt8188114						Iran		
tt8186318	5000000	34746945	38026103	8146533		United States	 USA	2.35:1
tt8185182	40000000	521365	42140994	26746		China	China	1.85:1
tt8179402						Italy	 Ireland	2.00:1
tt8179388						United States	 USA	2.00:1
tt8179024	9591845					United States	 USA	2.39:1
tt8178634	3500000000	14899485	159194809	9500000		India	Bulgaria	1.85:1
tt8178486						United Kingdom	 Japan	2.39:1
tt8176578			408244			China		1.78:1
tt8176054						India		
tt8176040		461863	3349899	295624		India		
tt8169446						United States	 USA	1.85:1
tt8168678						France		
tt8160864						United States		2.35:1
tt8160834		167962	4377394	79182		United States	 Russia	2.35:1
tt8155288	9000000	28148130	64600152	9497665		United States	 USA	2.35:1
tt8151874		3012615	3400977	301065		United States	 USA	2.39:1
tt8150814						United States	 Canada	2.39:1
tt8146754						United States		
tt8145202	5000000					United States	 USA	
tt8144834			129916			India	 India	
tt8143990		531430	1285775	215675		United States	 USA	2.39:1
tt8135494		19862	19862	9509		United States	 USA	1.85:1
tt8134742	3000000	2172949	2295825			United States	 USA	1.85:1
tt8132700						United States		
tt8130968		1861000	18502646	596446		India	 UK	
tt8129794			14093397			Germany	 Germany	2.35:1
tt8129450						United Kingdom		
tt8128344						United Kingdom		2.40:1
tt8128188	2000000					United States	 USA	2.35:1
tt8119752		115252	21041950	19017		South Korea		1.85:1
tt8116428	35000000000	1200246	99066508	311743		South Korea	South Korea	2.35:1
tt8115900	70000000	97233630	250162278	23950245		United States		2.39:1
tt8114980	5500000	418286	457144	97164		United States	 USA	2.39:1
tt8111088						United States	 USA	2.39:1
tt8110652		11446602	13929670	226653		United States	 USA	2.39:1
tt8110640						United States	 Canada	2.39:1
